x	y	z
1.25211653341673	5.77292211955474	0.704380428884178
0.254840505790099	1.01936602064788	0.552330076228827
1.84712499822095	18.7404812442494	1.34755509952083
-0.248480393148401	8.47844868191958	0.937754380982369
2.20444937303796	38.5091335121013	1.9782367083244
2.31324963288608	3.11346995935478	0.56186410645023
2.1456450666074	4.0520782254696	0.788028929848224
0.0922672693121805	2.60500359428908	0.54554034397006
-1.22183927530306	5.417082857399	0.637507221195847
2.5455906442588	20.6979931677785	1.40076984651387
-0.0159945914035577	1.64702115103365	0.205167623702437
1.20955591327578	2.66538334011109	0.477919836062938
0.316743616972441	20.7571556180684	1.36142971180379
0.464505049494164	0.183187454205189	0.271233989857137
2.93307412533991	34.1736261791111	1.84032448381186
-0.578307063348089	7.16498389326132	0.886225090362132
-0.0162253300452061	-0.259876292602271	0.0661844941787422
0.818669367338339	0.500291626308412	0.137364082504064
-2.35523447033821	1.43134498726959	0.13478871807456
1.43840863551123	11.3929161365923	1.05761519586667
2.10393171094983	22.6090852019831	1.5210296898149
1.56175112039035	12.7816110027316	1.12516910769045
1.53935752629814	23.2898777514059	1.53203531447798
1.71222019432647	11.3481633725606	1.01389354700223
0.796879394804558	7.85842352300991	0.920265332330018
3.69043058985576	28.5602247029485	1.70958146592602
3.69765377487997	37.677368877115	1.94006857601926
4.86893862262368	30.5824078394343	1.75826045218855
-0.166296631474972	-0.80389066894789	0.109877781942487
-0.480479953894826	-0.166087393435168	0.124304343014956
-1.15327884493162	0.230517120404296	0.168989571742713
1.60051772544084	18.64117393698	1.34418501751497
1.58658872733456	2.14749894961639	0.31646674964577
0.435550815956675	2.00923251594945	0.565090361516923
1.73203025984911	-0.338209565579772	0.10164897236973
1.5419991855359	29.6436180604764	1.71845610952005
-0.822821309699158	4.52089035641922	0.666053153574467
4.76231290422376	40.2591896084099	1.99891957687214
1.86535500696542	7.75985079689382	0.841631482355297
2.1585081312073	38.9662310639211	1.97275453433394
1.46036427995439	8.33037573485754	0.911813211627305
1.34999920271863	0.347716763486473	0.130977359134704
0.141296105720957	-1.50559795447392	0.0732881068252027
-0.491395284936283	4.35644188485656	0.723823220003396
0.342408653885537	6.56178501671641	0.842533772345632
0.731989710059328	4.35168870319738	0.59131749579683
3.58889956858574	29.8437020725187	1.7049288074486
2.44819030593721	18.3908686910806	1.40483532706276
2.01410911573154	18.8434882612369	1.39861347526312
1.95991902439712	8.35718555264743	0.857267070095986
2.19245859438835	20.2044616066822	1.39464872842655
0.466224089993119	0.908959274114521	0.139096123632044
3.15218965407692	15.4206606780074	1.24242639681324
1.50594275337398	30.6164805849822	1.76084364857525
3.75984460253548	32.1131189488013	1.78690922772512
0.433903477683547	13.9339355209318	1.14218202233315
-1.37069883004455	1.79253407022159	0.170016104355454
-0.847622125555603	0.935836497398854	0.351124261971563
4.42063979069433	29.0429980770599	1.67915686406195
1.39555476869098	5.3975114813839	0.488551127258688
3.86682574021297	41.3562858024905	1.9979046350345
1.578556679512	5.65030212969682	0.746342539787293
0.380155078984006	6.72196862512605	0.812513886019588
-1.06004748180302	1.18596461037021	0.272491787560284
-0.378374099456437	1.40060082315908	0.0729563753120601
1.69600883522287	0.174465908200951	0.0129041993059218
-0.604726789517986	3.47050900113587	0.621556490194053
-0.261928999036438	6.36024482334297	0.773780369665474
-0.15985985584164	11.2535267680787	1.02890553884208
0.0844894862753946	3.15166630061191	0.613861936144531
-1.71016120711239	0.576138588207537	0.43044809717685
5.03520912608972	38.933414561323	1.98900063615292
-0.341298970797381	0.445580045545571	0.337381959892809
1.31150252710519	-0.646257826179452	0.115004659630358
-0.353224649873249	0.870096039826679	0.3895358517766
